Index,Height(Inches),Weight(Pounds)
2245,66.39741,119.1475
2246,66.69861,133.9891
2247,64.95406,115.6216
2248,69.50341,135.2493
2249,69.43668,115.9697
2250,67.07002,121.3118
2251,70.49846,134.3579
2252,69.18776,143.0344
2253,67.48622,119.856
2254,67.40826,124.8424
2255,69.43651,127.9505
2256,64.15318,112.225
2257,69.14007,137.3179
2258,68.8929,120.1185
2259,64.95274,93.44115
2260,66.41945,137.0321
2261,67.42646,124.5909
2262,65.63755,126.3297
2263,70.16858,128.3273
2264,66.23711,130.688
2265,66.49138,138.4146
2266,65.0471,116.7381
2267,67.08449,118.1314
2268,64.3389,128.2028
2269,64.20833,113.1561
2270,66.89449,113.1405
2271,65.79218,126.8992
2272,68.843,131.3916
2273,71.09755,143.3004
2274,63.8882,122.9986
2275,68.35671,136.7665
2276,69.47682,140.3565
2277,69.0265,138.7555
2278,70.29803,135.4454
2279,70.84459,135.3925
2280,71.86799,144.6497
2281,69.57461,139.8465
2282,70.88841,136.5899
2283,67.94317,123.7762
2284,67.70347,127.8934
2285,68.59478,148.9399
2286,66.91402,128.9211
2287,68.33449,125.5417
2288,64.65946,140.4392
2289,66.05221,115.642
2290,70.24304,130.7133
2291,67.37048,119.0077
2292,69.95831,128.0902
2293,70.64717,153.0286
2294,70.5802,127.6482
2295,68.86101,134.8113
2296,68.7432,121.5345
2297,67.17409,128.304
2298,65.78148,107.3133
2299,67.52494,136.2616
2300,67.08075,149.1684
2301,67.69345,129.6252
2302,64.64051,105.8442
2303,69.36402,113.9182
2304,69.2178,142.8796
2305,67.36034,119.1631
2306,65.63764,117.8529
2307,68.76324,126.8712
2308,68.17144,124.9338
2309,65.83305,103.8489
2310,69.30622,130.2827
2311,70.8049,123.8101
2312,66.59071,137.5423
2313,64.67352,104.9377
2314,71.93986,129.2747
2315,67.64634,120.458
2316,68.73411,126.8398
2317,66.95634,127.1688
2318,72.56549,130.0389
2319,67.36934,136.9061
2320,70.02946,135.9857
2321,66.54034,110.9114
2322,67.74769,113.6583
2323,67.57706,144.701
2324,66.52633,133.8333
2325,69.15551,152.127
2326,69.19157,122.7961
2327,66.60061,118.2649
2328,67.07004,106.2097
2329,69.57028,148.5705
2330,69.23016,101.4527
2331,69.26795,137.5001
2332,67.56717,123.1061
2333,69.10176,142.433
2334,68.54151,127.3761
2335,70.86149,151.2788
2336,67.9873,124.5609
2337,71.04092,127.1598
2338,66.70805,140.2543
2339,65.77676,113.7058
2340,66.79414,116.248
2341,65.93191,109.5517
2342,67.72422,131.8711
2343,66.72423,112.366
2344,66.68607,115.4197
2345,67.25768,119.9769
2346,70.52978,128.2009
2347,69.74125,128.6789
2348,68.75608,115.2882
2349,67.61299,136.677
2350,72.13419,137.7854
2351,67.91004,126.6205
2352,66.18756,125.3221
2353,71.71529,144.446
2354,70.6841,137.8075
2355,71.87845,143.0609
2356,67.75918,131.826
2357,67.09216,122.1749
2358,66.79895,105.8924
2359,63.56132,118.8125
2360,66.49532,139.3133
2361,68.50215,124.2763
2362,66.83975,116.7159
2363,70.64111,134.415
2364,66.0167,117.703
2365,67.3482,126.8963
2366,67.26092,120.9883
2367,70.82199,140.3611
2368,68.33332,102.5002
2369,69.37897,132.5554
2370,64.7609,119.6373
2371,68.699,125.9149
2372,69.49404,125.5505
2373,68.0849,122.5232
2374,66.37539,134.8766
2375,66.75613,121.5063
2376,69.64206,123.3271
2377,69.77774,133.0832
2378,69.49214,118.9607
2379,65.84828,101.1193
2380,70.71369,143.1946
2381,68.48099,126.7384
2382,69.37374,141.1484
2383,70.52541,135.1763
2384,68.70978,128.8899
2385,67.62641,109.3522
2386,68.33709,137.5541
2387,68.23178,139.1303
2388,67.91161,132.0641
2389,70.32186,136.4673
2390,66.39807,128.5349
2391,66.51667,134.4822
2392,69.61525,122.5729
2393,67.63565,140.0854
2394,71.06313,139.9112
2395,70.62246,127.4324
2396,73.99549,142.9016
2397,67.4663,125.8276
2398,65.91279,101.2434
2399,65.60691,115.9997
2400,69.50033,126.7393
2401,69.43735,133.5447
2402,69.00905,116.1499
2403,68.58614,124.1333
2404,66.96198,118.7229
2405,64.56606,135.4686
2406,69.48658,132.5799
2407,65.65789,145.9751
2408,66.80094,112.1247
2409,68.93784,135.9755
2410,68.90478,120.921
2411,68.50005,132.7228
2412,68.02851,135.0685
2413,69.2145,134.8578
2414,68.48721,141.7791
2415,68.80928,151.4206
2416,67.04824,134.1504
2417,68.89055,139.3242
2418,68.75779,132.5058
2419,72.33195,143.5202
2420,66.51286,121.8849
2421,66.7188,122.9302
2422,67.20628,118.5206
2423,70.19428,131.9154
2424,65.51378,122.5787
2425,68.83979,113.5812
2426,66.95528,129.9893
2427,68.03878,123.9609
2428,71.01151,119.9164
2429,69.14341,124.9403
2430,68.86125,131.6645
2431,64.6203,109.2955
2432,68.44749,110.9724
2433,68.82404,121.5044
2434,66.41585,127.7426
2435,68.86164,147.5692
2436,65.7798,148.7053
2437,63.82215,109.0177
2438,67.97504,119.6017
2439,68.39135,123.7223
2440,66.54816,124.8416
2441,71.1807,144.0008
2442,66.03415,136.0093
2443,66.19208,127.1191
2444,65.8689,121.6531
2445,68.65011,128.9604
2446,68.79753,135.4419
2447,66.39828,123.0735
2448,68.08765,120.0428
2449,68.20122,120.2027
2450,64.65154,124.8094
2451,69.30569,133.7108
2452,67.89566,118.2086
2453,66.23676,131.8546
2454,66.84304,113.6315
2455,68.77237,131.1206
2456,68.78389,141.022
2457,70.30029,128.1661
2458,67.68475,124.7755
2459,69.56671,131.8861
2460,69.36532,124.6139
2461,66.46909,112.5943
2462,71.37399,146.4358
2463,68.12643,126.6456
2464,69.49226,136.9902
2465,65.07859,118.1795
2466,66.27357,144.6287
2467,70.26356,154.9408
2468,67.37111,116.9522
2469,68.38613,140.6401
2470,68.68559,116.6275
2471,66.67024,136.6266
2472,71.15168,131.1853
2473,63.86399,113.9441
2474,69.25001,134.6576
2475,67.20448,107.6304
2476,66.94316,106.9521
2477,67.99592,146.6396
2478,67.12143,114.9585
2479,69.87331,131.0168
2480,67.35332,127.6156
2481,71.53386,145.1178
2482,75.11519,153.9562
2483,67.61043,133.6125
2484,64.23075,127.6976
2485,65.51542,126.4846
2486,63.1937,90.6784
2487,68.69521,109.923
2488,66.22516,101.8528
2489,69.44849,114.3461
2490,70.73043,125.1501
2491,70.1737,157.2751
2492,64.7817,111.8687
2493,63.91382,102.5247
2494,68.02246,129.9915
2495,70.48458,156.3703
2496,68.31433,122.7189
2497,68.63014,125.6964
2498,68.12174,126.2062
2499,67.40773,155.2615
2500,68.97304,142.8808
2501,65.72097,121.262
2502,68.32077,124.3155
2503,67.56613,111.6843
2504,69.50262,124.186
2505,67.82427,126.4867
2506,70.85958,142.6651
2507,64.04489,108.8473
2508,66.43905,116.66
2509,68.79621,143.6181
2510,70.05244,123.0933
2511,66.04605,115.0598
2512,69.05127,132.1098
2513,65.61974,120.7598
2514,67.60382,119.7671
2515,67.89065,122.1496
2516,70.01739,123.9711
2517,67.80728,121.4194
2518,67.14185,123.66
2519,65.39888,98.05813
2520,68.70988,133.8099
2521,69.04936,141.6987
2522,67.91969,117.5158
2523,72.30217,132.1645
2524,63.7019,124.5106
2525,70.475,105.7802
2526,67.64613,133.4242
2527,67.75898,125.3875
2528,69.1102,132.6382
2529,65.59124,121.0751
2530,67.63581,121.5355
2531,70.74732,142.0038
2532,70.99416,135.1886
2533,67.66798,118.3373
2534,67.19997,122.9425
2535,67.4785,116.4973
2536,67.66945,133.004
2537,70.62281,146.4085
2538,68.85256,137.2776
2539,65.32564,122.0439
2540,68.76499,140.8147
2541,70.56586,136.7946
2542,69.11378,127.4421
2543,69.47685,130.272
2544,70.13374,131.169
2545,66.07211,129.6342
2546,68.40149,125.6933
2547,65.13161,104.973
2548,64.07239,120.2984
2549,63.84484,102.4259
2550,65.55111,123.8357
2551,66.41112,117.7
2552,65.05758,121.8919
2553,69.2384,128.4571
2554,68.75803,113.1578
2555,68.17548,125.2742
2556,70.1552,139.8009
2557,67.70652,121.3818
2558,66.95169,114.5435
2559,70.92538,133.8388
2560,66.06089,135.6656
2561,66.10974,127.3786
2562,70.57236,140.6434
2563,66.67735,113.9708
2564,65.99458,120.7042
2565,63.44297,116.0752
2566,66.32955,131.0291
2567,66.53488,134.6458
2568,66.80528,111.616
2569,67.9896,110.0452
2570,64.99295,106.053
2571,66.56539,124.0282
2572,66.804,113.4492
2573,67.96612,132.3117
2574,64.71711,118.356
2575,65.82856,106.1109
2576,69.08496,136.7244
2577,68.28753,125.6799
2578,71.11334,126.4908
2579,69.34872,148.1527
2580,67.62203,117.9474
2581,66.06295,124.5018
2582,70.00342,127.0128
2583,66.52881,127.605
2584,68.60366,129.5427
2585,69.53265,142.0317
2586,69.5404,134.8729
2587,68.42714,124.9955
2588,70.12002,137.7196
2589,68.89234,116.8002
2590,67.64467,123.6212
2591,68.97063,129.4071
2592,71.51466,151.9696
2593,70.71134,142.4361
2594,66.90583,114.3278
2595,69.57597,106.1963
2596,66.48164,111.3787
2597,66.89809,118.3329
2598,69.13909,138.206
2599,68.61774,132.7075
2600,66.16611,111.9004
2601,66.64128,114.0856
2602,69.54521,123.4319
2603,62.86795,98.05815
2604,67.85282,125.754
2605,68.54477,133.7416
2606,68.66811,143.6143
2607,70.12714,123.7248
2608,66.78985,127.694
2609,67.27782,126.7293
2610,66.9553,121.6118
2611,69.44337,123.5342
2612,71.51895,143.988
2613,69.66995,137.9075
2614,68.47294,109.4371
2615,66.19926,110.991
2616,68.78565,144.0145
2617,67.86643,121.9737
2618,67.76132,128.252
2619,68.54873,117.4352
2620,68.46365,130.4536
2621,67.00444,93.78282
2622,68.04189,121.4741
2623,70.80235,140.4798
2624,67.7232,120.5494
2625,68.05748,126.1797
2626,69.86881,128.3204
2627,67.67538,105.9584
2628,68.32806,126.9252
2629,69.88401,142.7832
2630,68.80968,111.1686
2631,68.36811,114.3121
2632,68.8827,143.8443
2633,64.85888,121.0848
2634,67.02277,136.9794
2635,65.65821,123.2681
2636,70.01384,130.2018
2637,68.95576,129.1215
2638,69.72231,135.8375
2639,68.26031,138.5268
2640,67.79651,146.5558
2641,66.57574,114.2481
2642,70.38311,146.8498
2643,66.49668,122.807
2644,68.21731,127.527
2645,68.08084,130.6424
2646,66.89732,125.6947
2647,71.03529,135.7172
2648,67.69483,110.6572
2649,66.71312,122.9811
2650,66.19389,115.5235
2651,70.84883,125.1626
2652,60.61265,88.04646
2653,69.33158,109.2915
2654,68.82694,127.2504
2655,68.76714,110.0752
2656,68.3665,121.2376
2657,68.8963,113.0423
2658,71.52552,144.707
2659,66.3396,111.3345
2660,69.24295,139.3186
2661,65.44706,129.4057
2662,64.98078,121.7515
2663,64.73308,112.2606
2664,65.95421,123.4114
2665,69.23656,113.0173
2666,66.6319,113.3885
2667,65.56464,111.7275
2668,67.89517,127.8383
2669,66.72053,134.4433
2670,67.33628,133.6352
2671,68.00682,128.9038
2672,69.59907,140.7606
2673,65.7514,121.8273
2674,66.54868,133.0094
2675,68.67978,122.6398
2676,67.29012,149.083
2677,67.91637,136.5971
2678,65.73796,111.1435
2679,67.89939,107.5045
2680,72.78908,137.0203
2681,65.98489,129.277
2682,69.67441,121.7105
2683,66.75669,116.2148
2684,67.43375,117.4727
2685,67.67624,123.6071
2686,71.25079,133.5001
2687,69.21284,122.3603
2688,70.47954,134.4949
2689,65.27987,134.6225
2690,71.09122,139.2202
2691,69.56615,124.2333
2692,66.89046,128.8185
2693,67.70276,138.9186
2694,66.77085,121.5008
2695,67.85276,148.7195
2696,70.78378,124.5162
2697,67.09928,121.3383
2698,70.44992,133.1712
2699,69.80734,137.2218
2700,69.2187,156.353
2701,69.75148,147.7342
2702,69.25709,142.5795
2703,69.00485,122.6004
2704,66.51077,127.8756
2705,71.06999,121.0861
2706,73.10762,151.6868
2707,71.20673,137.8023
2708,64.27555,102.5237
2709,70.05278,122.6111
2710,66.79032,105.706
2711,68.34193,113.765
2712,68.51775,134.1383
2713,68.93108,138.9163
2714,66.41503,110.2628
2715,66.67827,108.1567
2716,70.52101,146.2975
2717,68.30664,134.6639
2718,67.0116,136.9904
2719,69.88845,125.9301
2720,69.26417,131.5566
2721,67.90954,120.4869
2722,62.73809,105.2201
2723,67.25447,117.0512
2724,65.59876,117.1139
2725,69.77845,122.691
2726,70.90472,150.021
2727,67.19538,111.1027
2728,67.90593,122.2626
2729,69.80063,145.7116
2730,66.6932,139.5749
2731,67.39204,119.839
2732,67.05894,120.139
2733,69.77321,143.6484
2734,68.61434,142.6088
2735,68.04448,114.4534
2736,69.71027,160.8859
2737,69.63078,132.8733
2738,71.04817,138.0744
2739,67.8894,128.7946
2740,69.08591,139.7656
2741,70.50786,127.2788
2742,66.75964,140.3527
2743,66.45788,118.3607
2744,64.38452,109.4539
2745,67.70213,135.3701
2746,72.16119,141.8671
2747,66.73368,134.3878
2748,64.59658,113.6028
2749,69.18583,136.7389
2750,67.70525,142.2085
2751,70.46124,132.8252
2752,66.84239,135.3456
2753,68.09464,126.5742
2754,69.27278,141.667
2755,66.06118,114.3427
2756,68.85839,142.794
2757,68.24827,109.1823
2758,69.68789,123.3539
2759,70.34077,139.9099
2760,68.47674,118.7857
2761,66.78425,122.2756
2762,67.06985,124.811
2763,68.38893,112.4658
2764,67.18538,111.7251
2765,66.8759,109.1189
2766,72.46405,138.8395
2767,68.05495,125.6718
2768,68.9238,129.8238
2769,66.55309,117.9982
2770,68.00334,133.4084
2771,62.53614,120.647
2772,70.71058,140.2181
2773,68.53707,125.2862
2774,70.0098,151.713
2775,68.65745,120.2825
2776,68.89097,119.1438
2777,67.25272,133.3836
2778,67.39484,133.6104
2779,63.37237,128.7288
2780,67.9351,120.8477
2781,68.38418,131.7234
2782,68.37863,134.8459
2783,65.57367,137.9377
2784,65.23577,128.5973
2785,71.3169,139.8829
2786,70.16627,129.0204
2787,67.42392,122.5717
2788,70.49904,114.3634
2789,68.30668,135.853
2790,67.14412,135.207
2791,64.68621,94.21971
2792,66.82203,140.4193
2793,66.17213,123.9367
2794,67.40223,129.5135
2795,69.65239,148.1859
2796,64.6447,120.4178
2797,63.86895,97.02574
2798,67.7235,114.9802
2799,66.78698,104.0527
2800,68.37223,140.6462
2801,68.04613,118.4149
2802,70.70988,146.6187
2803,68.42309,133.7406
2804,69.39765,118.5079
2805,71.73856,150.9213
2806,70.69601,121.8109
2807,69.79586,146.1372
2808,69.20814,128.8862
2809,66.49242,128.4737
2810,67.16108,139.2681
2811,68.76219,126.9364
2812,66.64609,134.9489
2813,69.91623,141.9177
2814,70.71477,137.8023
2815,68.86691,117.7445
2816,65.56879,119.5334
2817,70.7695,147.1214
2818,68.31719,134.2732
2819,63.7678,97.04078
2820,66.49473,122.836
2821,69.21965,129.9591
2822,71.49924,149.1274
2823,67.75486,128.5848
2824,66.19603,117.3529
2825,65.29404,112.1173
2826,68.37324,129.5659
2827,69.09809,121.057
2828,68.5956,110.0357
2829,67.78989,120.7787
2830,67.02507,122.308
2831,66.31844,126.8147
2832,66.33367,140.2312
2833,65.50586,111.649
2834,68.05216,124.0093
2835,69.33545,135.4809
2836,66.39304,126.1881
2837,69.2076,143.3931
2838,70.21379,122.1613
2839,69.178,142.7784
2840,66.76739,134.2148
2841,64.88316,125.5308
2842,70.25427,130.1801
2843,68.38013,130.1171
2844,66.62364,121.8803
2845,67.96737,116.8868
2846,69.07966,128.4637
2847,65.49639,108.2566
2848,67.94823,131.4797
2849,67.69124,131.0789
2850,69.9714,134.3432
2851,67.69387,112.2898
2852,65.98735,113.6996
2853,68.3664,128.5446
2854,69.52877,136.7997
2855,69.27294,130.2612
2856,69.41669,128.4186
2857,70.15337,139.8741
2858,69.82573,132.6543
2859,65.91827,115.9192
2860,67.98945,118.7202
2861,72.12813,135.5268
2862,67.48301,113.3464
2863,68.26193,117.904
2864,69.41184,130.5207
2865,67.82148,123.5959
2866,69.69729,141.3599
2867,63.45113,104.2273
2868,66.9028,122.3933
2869,69.05969,134.2747
2870,69.02413,120.2068
2871,65.1896,127.2096
2872,65.30411,119.1556
2873,67.8454,100.2365
2874,67.09743,121.1992
2875,65.5786,108.1626
2876,68.31828,129.8971
2877,67.77752,125.3103
2878,67.83922,130.7952
2879,67.09143,127.9221
2880,68.6965,135.3072
2881,70.66714,141.6093
2882,65.74989,134.5339
2883,68.51671,135.9882
2884,67.59335,125.5196
2885,65.84344,123.0473
2886,64.9153,118.3384
2887,64.58123,119.5443
2888,66.90827,136.7318
2889,68.0883,129.1382
2890,65.46098,117.3543
2891,69.62403,133.886
2892,70.62668,127.1567
2893,65.82364,118.264
2894,65.06787,120.8378
2895,66.22122,132.7183
2896,69.68826,125.88
2897,69.70612,129.4925
2898,67.65097,136.1796
2899,69.95219,133.0623
2900,70.00937,129.9978
2901,67.61783,125.53
2902,69.31318,139.8597
2903,68.22656,132.6316
2904,68.55723,118.8729
2905,64.22112,122.1174
2906,66.05632,127.3063
2907,66.90354,113.6921
2908,66.84621,121.585
2909,69.4938,146.0665
2910,68.55353,113.6965
2911,65.61282,110.3262
2912,67.37674,124.0148
2913,68.09175,128.9185
2914,66.65804,117.0019
2915,69.54961,144.9385
2916,66.25728,123.9976
2917,67.98509,135.5365
2918,66.09544,126.996
2919,70.52477,134.6828
2920,67.19875,111.0968
2921,68.24137,121.9514
2922,70.97253,134.2293
2923,66.62434,128.3887
2924,65.60995,124.7491
2925,67.79978,111.9651
2926,67.56776,128.4301
2927,65.14281,113.4592
2928,65.46067,129.2624
2929,68.4843,131.5885
2930,68.24746,126.4105
2931,68.62227,137.2275
2932,67.23277,123.8138
2933,70.9315,124.931
2934,70.41644,145.2017
2935,67.76785,125.2728
2936,68.93413,128.9511
2937,66.63682,123.6178
2938,68.50584,123.3779
2939,66.74655,103.455
2940,68.34022,121.1823
2941,68.64082,104.9272
2942,67.7798,119.9736
2943,68.01308,132.8794
2944,64.20657,119.5831
2945,68.16944,128.8536
2946,67.55289,125.4723
2947,67.94972,120.232
2948,65.82888,110.4565
2949,67.43166,138.2801
2950,69.76313,124.4852
2951,66.74117,117.0476
2952,67.23078,127.707
2953,66.219,121.3801
2954,65.57556,126.3779
2955,66.46532,105.6146
2956,71.70666,150.0118
2957,68.32124,127.4253
2958,65.81092,123.0644
2959,68.90095,119.241
2960,66.25545,124.3161
2961,67.63532,119.8268
2962,69.60217,135.871
2963,69.19207,129.4251
2964,68.12331,116.5582
2965,67.47898,116.8066
2966,66.24642,113.4835
2967,68.50173,121.5935
2968,62.87696,102.6336
2969,65.24352,109.5423
2970,69.99091,136.7711
2971,68.75121,125.0167
2972,66.26559,132.9041
2973,67.33988,137.9208
2974,66.08783,128.0748
2975,69.10841,141.3046
2976,68.02947,136.2458
2977,71.4988,144.147
2978,66.42022,128.7172
2979,68.53037,127.7893
2980,69.54256,134.6098
2981,68.89587,149.2571
2982,65.34144,118.4045
2983,68.85953,147.4612
2984,67.9932,115.8792
2985,70.34681,132.0704
2986,65.40868,123.2475
2987,69.67377,134.0875
2988,70.37964,137.3754
2989,68.23626,128.6996
2990,67.40948,133.7103
2991,69.72564,131.2636
2992,66.96911,112.5541
2993,67.05246,118.0263
2994,68.0873,127.3013
2995,70.4947,125.7998
2996,68.59715,126.259
2997,66.45012,119.3414
2998,67.24533,122.5965
2999,69.22665,135.3375
